Judul,Link,Kategori,Tanggal Upload
Kisah Bayi Alami Bocor Jantung Tumbuh Sehat Berkat JKN-KIS,https://www.cnnindonesia.com/ekonomi/20210823152435-97-684124/kisah-bayi-alami-bocor-jantung-tumbuh-sehat-berkat-jkn-kis,Ekonomi,3 tahun yang lalu
104 Ribu Pekerja Gagal Dapat BLT Subsidi Gaji Tahap II,https://www.cnnindonesia.com/ekonomi/20210823140444-532-684061/104-ribu-pekerja-gagal-dapat-blt-subsidi-gaji-tahap-ii,Ekonomi,3 tahun yang lalu
"BLT Subsidi Gaji Sudah Cair untuk 2,09 Juta Pekerja",https://www.cnnindonesia.com/ekonomi/20210823124258-532-683992/blt-subsidi-gaji-sudah-cair-untuk-209-juta-pekerja,Ekonomi,3 tahun yang lalu
Jutaan Warga Jambi Belum Disuntik Vaksin,https://www.cnnindonesia.com/nasional/20210822123300-20-683619/jutaan-warga-jambi-belum-disuntik-vaksin,Nasional,3 tahun yang lalu
Korban Luka Margo City Ditanggung BPJamsostek,https://www.cnnindonesia.com/ekonomi/20210822111915-92-683600/korban-luka-margo-city-ditanggung-bpjamsostek,Ekonomi,3 tahun yang lalu
BPJS Kesehatan Siapkan Tempat Isoman Khusus Pegawai dan TAD,https://www.cnnindonesia.com/ekonomi/20210820192217-97-683207/bpjs-kesehatan-siapkan-tempat-isoman-khusus-pegawai-dan-tad,Ekonomi,3 tahun yang lalu
Nenek Amnah Akui Kenyamanan Program JKN-KIS untuk Lansia,https://www.cnnindonesia.com/ekonomi/20210820132929-97-682986/nenek-amnah-akui-kenyamanan-program-jkn-kis-untuk-lansia,Ekonomi,3 tahun yang lalu
JKN-KIS Ringankan Biaya Pengobatan Pasien Autoimun Psoriasis,https://www.cnnindonesia.com/ekonomi/20210820140017-97-683020/jkn-kis-ringankan-biaya-pengobatan-pasien-autoimun-psoriasis,Ekonomi,3 tahun yang lalu
JKN-KIS Bantu Pengobatan Masyarakat Kurang Mampu,https://www.cnnindonesia.com/ekonomi/20210820123239-97-682950/jkn-kis-bantu-pengobatan-masyarakat-kurang-mampu,Ekonomi,3 tahun yang lalu
"Banyak PHK, Peserta BPJS Ketenagakerjaan Turun 4,4 Juta Orang",https://www.cnnindonesia.com/ekonomi/20210820074817-78-682771/banyak-phk-peserta-bpjs-ketenagakerjaan-turun-44-juta-orang,Ekonomi,3 tahun yang lalu
Kemnaker Harap Program BSU 2021 Dorong Pertumbuhan Ekonomi,https://www.cnnindonesia.com/ekonomi/20210819204757-97-682700/kemnaker-harap-program-bsu-2021-dorong-pertumbuhan-ekonomi,Ekonomi,3 tahun yang lalu
Menaker Sebut Vaksinasi Buruh hingga Calon PMI Sangat Penting,https://www.cnnindonesia.com/ekonomi/20210819203107-97-682692/menaker-sebut-vaksinasi-buruh-hingga-calon-pmi-sangat-penting,Ekonomi,3 tahun yang lalu
Survei: Mayoritas Penerima BLT Gaji 2020 Pekerja Kontrak,https://www.cnnindonesia.com/ekonomi/20210819190342-532-682646/survei-mayoritas-penerima-blt-gaji-2020-pekerja-kontrak,Ekonomi,3 tahun yang lalu
Mayoritas Penerima BLT Subsidi Gaji Tahap I Pekerja di DKI,https://www.cnnindonesia.com/ekonomi/20210819185153-532-682639/mayoritas-penerima-blt-subsidi-gaji-tahap-i-pekerja-di-dki,Ekonomi,3 tahun yang lalu
"Banyak Diragukan, Justina Tetap Optimis Akan Kualitas JKN-KIS",https://www.cnnindonesia.com/nasional/20210819182853-25-682628/banyak-diragukan-justina-tetap-optimis-akan-kualitas-jkn-kis,Nasional,3 tahun yang lalu
Cerita Widya Obati Sakit Asma Anak dengan Kartu JKN-KIS,https://www.cnnindonesia.com/ekonomi/20210819180829-83-682621/cerita-widya-obati-sakit-asma-anak-dengan-kartu-jkn-kis,Ekonomi,3 tahun yang lalu
Kisah Dasrul Berobat Tanpa Hambatan dengan JKN-KIS,https://www.cnnindonesia.com/ekonomi/20210819175616-83-682616/kisah-dasrul-berobat-tanpa-hambatan-dengan-jkn-kis,Ekonomi,3 tahun yang lalu
"Terungkap, Warga Punya Mobil Masih Dapat Bansos Berlapis",https://www.cnnindonesia.com/nasional/20210819164452-20-682576/terungkap-warga-punya-mobil-masih-dapat-bansos-berlapis,Nasional,3 tahun yang lalu
Link Resmi Cek Terima BLT Gaji Rp1 Juta BPJS Ketenagakerjaan,https://www.cnnindonesia.com/ekonomi/20210819154421-78-682522/link-resmi-cek-terima-blt-gaji-rp1-juta-bpjs-ketenagakerjaan,Ekonomi,3 tahun yang lalu
"4,4 Juta Orang Keluar dari Kepesertaan BPJS Ketenagakerjaan",https://www.cnnindonesia.com/ekonomi/20210819135756-78-682444/44-juta-orang-keluar-dari-kepesertaan-bpjs-ketenagakerjaan,Ekonomi,3 tahun yang lalu
80 Persen Pembiayaan BPJS Kesehatan 'Lari' ke Rumah Sakit,https://www.cnnindonesia.com/ekonomi/20210819124152-78-682371/80-persen-pembiayaan-bpjs-kesehatan-lari-ke-rumah-sakit,Ekonomi,3 tahun yang lalu
Kenaikan Iuran Mengintai Jika BPJS Ikut Biayai Pasien Covid,https://www.cnnindonesia.com/ekonomi/20210819071843-532-682230/kenaikan-iuran-mengintai-jika-bpjs-ikut-biayai-pasien-covid,Ekonomi,3 tahun yang lalu
2 Penyebab 52 Ribu Pekerja Gagal Dapat BLT Rp1 Juta,https://www.cnnindonesia.com/ekonomi/20210819060614-532-682191/2-penyebab-52-ribu-pekerja-gagal-dapat-blt-rp1-juta,Ekonomi,3 tahun yang lalu
Alasan 52 Ribu Pekerja Gagal Dapat BLT Subsidi Gaji Rp1 Juta,https://www.cnnindonesia.com/ekonomi/20210818191023-532-682107/alasan-52-ribu-pekerja-gagal-dapat-blt-subsidi-gaji-rp1-juta,Ekonomi,3 tahun yang lalu
"Anak Akidi Tio Heriyanty Resmi Dipolisikan Kasus Rp2,5 Miliar",https://www.cnnindonesia.com/nasional/20210818162811-20-682013/anak-akidi-tio-heriyanty-resmi-dipolisikan-kasus-rp25-miliar,Nasional,3 tahun yang lalu
52 Ribu Pekerja Gagal Dapat BLT Subsidi Gaji Rp1 Juta Tahap I,https://www.cnnindonesia.com/ekonomi/20210818122825-532-681841/52-ribu-pekerja-gagal-dapat-blt-subsidi-gaji-rp1-juta-tahap-i,Ekonomi,3 tahun yang lalu
Dokter: Insulin Masih Lebih Unggul untuk Obati Diabetes,https://www.cnnindonesia.com/gaya-hidup/20210812144016-255-679553/dokter-insulin-masih-lebih-unggul-untuk-obati-diabetes,Gaya Hidup,3 tahun yang lalu
Cara Cek BLT Subsidi Gaji Rp1 Juta,https://www.cnnindonesia.com/ekonomi/20210818102322-532-681795/cara-cek-blt-subsidi-gaji-rp1-juta,Ekonomi,3 tahun yang lalu
"BLT Subsidi Gaji Tahap II untuk 1,25 Juta Pekerja Segera Cair",https://www.cnnindonesia.com/ekonomi/20210818082829-532-681724/blt-subsidi-gaji-tahap-ii-untuk-125-juta-pekerja-segera-cair,Ekonomi,3 tahun yang lalu
Menkeu Minta K/L Siapkan 5 Persen Pagu Antisipasi Covid Naik,https://www.cnnindonesia.com/ekonomi/20210816195937-532-681291/menkeu-minta-k-l-siapkan-5-persen-pagu-antisipasi-covid-naik,Ekonomi,3 tahun yang lalu
Pemerintah-BPJS akan Berbagi Beban Rawat Pasien Covid-19 2022,https://www.cnnindonesia.com/ekonomi/20210816192002-532-681274/pemerintah-bpjs-akan-berbagi-beban-rawat-pasien-covid-19-2022,Ekonomi,3 tahun yang lalu
Perbedaan BPJS Kesehatan dan Ketenagakerjaan,https://www.cnnindonesia.com/ekonomi/20210813134620-97-679961/perbedaan-bpjs-kesehatan-dan-ketenagakerjaan,Ekonomi,3 tahun yang lalu
Menaker Paparkan 4 Isu Strategis Perlindungan Pekerja Migran,https://www.cnnindonesia.com/ekonomi/20210814201130-97-680429/menaker-paparkan-4-isu-strategis-perlindungan-pekerja-migran,Ekonomi,3 tahun yang lalu
Korban PHK Dapat Jaminan Kehilangan Kerja Mulai Maret 2022,https://www.cnnindonesia.com/ekonomi/20210813205902-78-680246/korban-phk-dapat-jaminan-kehilangan-kerja-mulai-maret-2022,Ekonomi,3 tahun yang lalu
Vaksinasi Peserta JKN-KIS Berpenyakit Kronis Berjalan Lancar,https://www.cnnindonesia.com/ekonomi/20210813194426-97-680230/vaksinasi-peserta-jkn-kis-berpenyakit-kronis-berjalan-lancar,Ekonomi,3 tahun yang lalu
Link Sementara Cek Terima BLT Gaji di BPJS Ketenagakerjaan,https://www.cnnindonesia.com/ekonomi/20210813131022-532-679941/link-sementara-cek-terima-blt-gaji-di-bpjs-ketenagakerjaan,Ekonomi,3 tahun yang lalu
Cara Cek Subsidi Gaji Lewat WA,https://www.cnnindonesia.com/ekonomi/20210813115449-92-679917/cara-cek-subsidi-gaji-lewat-wa,Ekonomi,3 tahun yang lalu
"BLT Subsidi Gaji Cair, Situs BPJS Ketenagakerjaan Down",https://www.cnnindonesia.com/teknologi/20210810085025-185-678548/blt-subsidi-gaji-cair-situs-bpjs-ketenagakerjaan-down,Teknologi,3 tahun yang lalu
"Ironi, Merdeka di Atas 27 Juta 'Perut Lapar'",https://www.cnnindonesia.com/ekonomi/20210811103736-532-679086/ironi-merdeka-di-atas-27-juta-perut-lapar,Ekonomi,3 tahun yang lalu
Masalah Dukcapil 272 Juta Jiwa dari Perantau hingga Tahanan,https://www.cnnindonesia.com/nasional/20210812151026-20-679568/masalah-dukcapil-272-juta-jiwa-dari-perantau-hingga-tahanan,Nasional,3 tahun yang lalu
947 Ribu Pekerja Terima Bantuan Subsidi Upah,https://www.cnnindonesia.com/ekonomi/20210812212432-537-679760/947-ribu-pekerja-terima-bantuan-subsidi-upah,Ekonomi,3 tahun yang lalu
Cara Pekerja Cek Terima BLT Subsidi Gaji Rp1 Juta atau Tidak,https://www.cnnindonesia.com/ekonomi/20210812190736-532-679715/cara-pekerja-cek-terima-blt-subsidi-gaji-rp1-juta-atau-tidak,Ekonomi,3 tahun yang lalu
BLT Subsidi Gaji Rp1 Juta Mulai Masuk ke Rekening Buruh,https://www.cnnindonesia.com/ekonomi/20210812175345-532-679677/blt-subsidi-gaji-rp1-juta-mulai-masuk-ke-rekening-buruh,Ekonomi,3 tahun yang lalu
BLT Gaji Kemnaker Bakal Cair Besok,https://www.cnnindonesia.com/ekonomi/20210811093703-532-679049/blt-gaji-kemnaker-bakal-cair-besok,Ekonomi,3 tahun yang lalu
Kemnaker Targetkan BLT Gaji Sampai ke Rekening Pekerja Kamis,https://www.cnnindonesia.com/ekonomi/20210810195331-532-678960/kemnaker-targetkan-blt-gaji-sampai-ke-rekening-pekerja-kamis,Ekonomi,3 tahun yang lalu
BLT Subsidi Gaji Rp1 Juta untuk 947.499 Pekerja Cair Hari Ini,https://www.cnnindonesia.com/ekonomi/20210810185846-532-678928/blt-subsidi-gaji-rp1-juta-untuk-947499-pekerja-cair-hari-ini,Ekonomi,3 tahun yang lalu
BPJS Kesehatan Teken Kerja Sama dengan Jamdatun,https://www.cnnindonesia.com/ekonomi/20210809220457-97-678471/bpjs-kesehatan-teken-kerja-sama-dengan-jamdatun,Ekonomi,3 tahun yang lalu
Kemnaker Masih Proses Pencairan BLT Subsidi Gaji,https://www.cnnindonesia.com/ekonomi/20210809181844-532-678392/kemnaker-masih-proses-pencairan-blt-subsidi-gaji,Ekonomi,3 tahun yang lalu
"Target 208 Juta Vaksinasi, Kemenkes Akui Belum Ada Data Pasti",https://www.cnnindonesia.com/nasional/20210806154045-20-677377/target-208-juta-vaksinasi-kemenkes-akui-belum-ada-data-pasti,Nasional,3 tahun yang lalu
BPJS Kesehatan Rangkul Dukcapil Integrasi Data Peserta Vaksin,https://www.cnnindonesia.com/ekonomi/20210806162713-97-677398/bpjs-kesehatan-rangkul-dukcapil-integrasi-data-peserta-vaksin,Ekonomi,3 tahun yang lalu
Syarat Penerima BLT Subsidi Gaji Rp1 Juta,https://www.cnnindonesia.com/ekonomi/20210804144251-537-676330/syarat-penerima-blt-subsidi-gaji-rp1-juta,Ekonomi,3 tahun yang lalu
Aib dan Segudang Alasan Lain Orang Ogah ke Psikolog,https://www.cnnindonesia.com/gaya-hidup/20210805182607-255-677000/aib-dan-segudang-alasan-lain-orang-ogah-ke-psikolog,Gaya Hidup,3 tahun yang lalu
BPJS Kesehatan Ungkap Pengelolaan Data Penting dalam JKN-KIS,https://www.cnnindonesia.com/ekonomi/20210805170736-97-676940/bpjs-kesehatan-ungkap-pengelolaan-data-penting-dalam-jkn-kis,Ekonomi,3 tahun yang lalu
3 Cara Cek Nomor BPJS Ketenagakerjaan,https://www.cnnindonesia.com/ekonomi/20210730131508-83-674284/3-cara-cek-nomor-bpjs-ketenagakerjaan,Ekonomi,3 tahun yang lalu
Menaker Ungkap Skema Bantuan Subsidi Upah 2021 Buat Pekerja,https://www.cnnindonesia.com/ekonomi/20210805130337-97-676757/menaker-ungkap-skema-bantuan-subsidi-upah-2021-buat-pekerja,Ekonomi,3 tahun yang lalu
4 Syarat Pekerja untuk Dapat BLT Subsidi Gaji Rp1 Juta,https://www.cnnindonesia.com/ekonomi/20210805085029-532-676622/4-syarat-pekerja-untuk-dapat-blt-subsidi-gaji-rp1-juta,Ekonomi,3 tahun yang lalu
Dagri-Kemkes Saling Lempar soal Kasus Bajak NIK di Vaksinasi,https://www.cnnindonesia.com/nasional/20210804190437-20-676499/dagri-kemkes-saling-lempar-soal-kasus-bajak-nik-di-vaksinasi,Nasional,3 tahun yang lalu
"NIK Dipakai Orang Lain, Warga Priok Gagal Disuntik Vaksin",https://www.cnnindonesia.com/nasional/20210804085617-20-676118/nik-dipakai-orang-lain-warga-priok-gagal-disuntik-vaksin,Nasional,3 tahun yang lalu
"NIK Warga Bekasi Dipakai WNA, Pemerintah Benahi Data Vaksin",https://www.cnnindonesia.com/nasional/20210804083909-20-676111/nik-warga-bekasi-dipakai-wna-pemerintah-benahi-data-vaksin,Nasional,3 tahun yang lalu
Cara Mendaftar BLT Subsidi Gaji,https://www.cnnindonesia.com/ekonomi/20210803140120-537-675773/cara-mendaftar-blt-subsidi-gaji,Ekonomi,3 tahun yang lalu
"16 Bulan Pandemi, Industri Pariwisata DIY Diakui Rugi Rp10 T",https://www.cnnindonesia.com/gaya-hidup/20210804024953-269-676035/16-bulan-pandemi-industri-pariwisata-diy-diakui-rugi-rp10-t,Gaya Hidup,3 tahun yang lalu
Kemenkeu Proses Pencairan BLT Subsidi Gaji Rp1 Juta,https://www.cnnindonesia.com/ekonomi/20210802151110-532-675296/kemenkeu-proses-pencairan-blt-subsidi-gaji-rp1-juta,Ekonomi,3 tahun yang lalu
"Nanti, Pekerja Bisa Cek Langsung Penerima BLT Subsidi Gaji",https://www.cnnindonesia.com/ekonomi/20210802131832-92-675225/nanti-pekerja-bisa-cek-langsung-penerima-blt-subsidi-gaji,Ekonomi,3 tahun yang lalu
Kemnaker Cek Data 1 Juta Pekerja Calon Penerima BLT Gaji,https://www.cnnindonesia.com/ekonomi/20210802131825-92-675224/kemnaker-cek-data-1-juta-pekerja-calon-penerima-blt-gaji,Ekonomi,3 tahun yang lalu
"Berobat Gratis, Penderita Asma Bernapas Lega Berkat JKN-KIS",https://www.cnnindonesia.com/ekonomi/20210731141638-97-674686/berobat-gratis-penderita-asma-bernapas-lega-berkat-jkn-kis,Ekonomi,3 tahun yang lalu
Kisah Warga Malang Lancar Lahiran Tanpa Biaya dengan JKN-KIS,https://www.cnnindonesia.com/ekonomi/20210731111559-97-674643/kisah-warga-malang-lancar-lahiran-tanpa-biaya-dengan-jkn-kis,Ekonomi,3 tahun yang lalu
"Rutin Berobat, Pensiunan PNS Akui Alur Layanan JKN-KIS Mudah",https://www.cnnindonesia.com/ekonomi/20210731104752-97-674628/rutin-berobat-pensiunan-pns-akui-alur-layanan-jkn-kis-mudah,Ekonomi,3 tahun yang lalu
Tips Bijak Pakai BLT Subsidi Gaji Rp1 Juta,https://www.cnnindonesia.com/ekonomi/20210730062641-83-674080/tips-bijak-pakai-blt-subsidi-gaji-rp1-juta,Ekonomi,3 tahun yang lalu
Kemnaker Terima Sejuta Data Calon Penerima BSU 2021,https://www.cnnindonesia.com/ekonomi/20210730182519-97-674477/kemnaker-terima-sejuta-data-calon-penerima-bsu-2021,Ekonomi,3 tahun yang lalu
Data 1 Juta Pekerja Penerima BLT Mulai Diberikan ke Kemnaker,https://www.cnnindonesia.com/ekonomi/20210730152703-92-674379/data-1-juta-pekerja-penerima-blt-mulai-diberikan-ke-kemnaker,Ekonomi,3 tahun yang lalu
Kisah Kasiyem: Pengobatan Pengapuran Gratis Dengan JKN-KIS,https://www.cnnindonesia.com/ekonomi/20210730131840-97-674286/kisah-kasiyem-pengobatan-pengapuran-gratis-dengan-jkn-kis,Ekonomi,3 tahun yang lalu
Kisah Haeruddin: JKN-KIS Program Penyelamat Keluarga,https://www.cnnindonesia.com/ekonomi/20210730130933-97-674271/kisah-haeruddin-jkn-kis-program-penyelamat-keluarga,Ekonomi,3 tahun yang lalu
Kemnaker Punya Cara Jitu Ciptakan SDM Unggul Usai Pandemi,https://www.cnnindonesia.com/ekonomi/20210730122240-97-674227/kemnaker-punya-cara-jitu-ciptakan-sdm-unggul-usai-pandemi,Ekonomi,3 tahun yang lalu
Kisah Devi: Pengobatan Tuntas Vertigo Dengan Layanan JKN-KIS,https://www.cnnindonesia.com/ekonomi/20210730114300-97-674202/kisah-devi-pengobatan-tuntas-vertigo-dengan-layanan-jkn-kis,Ekonomi,3 tahun yang lalu
BPJS Kesehatan Masuk Top 45 Inovasi Pelayanan Publik Terpuji,https://www.cnnindonesia.com/ekonomi/20210730112254-97-674193/bpjs-kesehatan-masuk-top-45-inovasi-pelayanan-publik-terpuji,Ekonomi,3 tahun yang lalu
"Data Warga RI Bocor: BRI Life, BPJS hingga Pasien Covid-19",https://www.cnnindonesia.com/teknologi/20210729125539-185-673757/data-warga-ri-bocor-bri-life-bpjs-hingga-pasien-covid-19,Teknologi,3 tahun yang lalu
Cara Korban PHK Cairkan Dana Jaminan Kehilangan Pekerjaan,https://www.cnnindonesia.com/ekonomi/20210729204658-92-674036/cara-korban-phk-cairkan-dana-jaminan-kehilangan-pekerjaan,Ekonomi,3 tahun yang lalu
IDI: Booster Vaksin Ideal 6-12 Bulan Usai Vaksinasi Pertama,https://www.cnnindonesia.com/nasional/20210730065157-20-674094/idi-booster-vaksin-ideal-6-12-bulan-usai-vaksinasi-pertama,Nasional,3 tahun yang lalu
Syarat Korban PHK Bisa Dapat Jaminan Kehilangan Pekerjaan,https://www.cnnindonesia.com/ekonomi/20210729195321-532-674013/syarat-korban-phk-bisa-dapat-jaminan-kehilangan-pekerjaan,Ekonomi,3 tahun yang lalu
Menaker Rilis Aturan soal Besaran Dana Jaminan Korban PHK,https://www.cnnindonesia.com/ekonomi/20210729185905-92-673992/menaker-rilis-aturan-soal-besaran-dana-jaminan-korban-phk,Ekonomi,3 tahun yang lalu
"PDIP Balas Demokrat: Kritik Kami Konstruktif, Tak Destruktif",https://www.cnnindonesia.com/nasional/20210729175149-32-673955/pdip-balas-demokrat-kritik-kami-konstruktif-tak-destruktif,Nasional,3 tahun yang lalu
"PPKM Level 4, Pemerintah Siapkan Insentif-Bansos Tambahan",https://www.cnnindonesia.com/ekonomi/20210729173918-297-673947/ppkm-level-4-pemerintah-siapkan-insentif-bansos-tambahan,Ekonomi,3 tahun yang lalu
Daftar Sektor Usaha Pekerja Penerima BLT Gaji Rp1 Juta,https://www.cnnindonesia.com/ekonomi/20210729163414-532-673900/daftar-sektor-usaha-pekerja-penerima-blt-gaji-rp1-juta,Ekonomi,3 tahun yang lalu
Syarat Terima BLT Subsidi Gaji yang Cair Agustus Nanti,https://www.cnnindonesia.com/ekonomi/20210729151241-532-673857/syarat-terima-blt-subsidi-gaji-yang-cair-agustus-nanti,Ekonomi,3 tahun yang lalu
BLT Subsidi Gaji Cair Awal Agustus 2021,https://www.cnnindonesia.com/ekonomi/20210729145109-532-673845/blt-subsidi-gaji-cair-awal-agustus-2021,Ekonomi,3 tahun yang lalu
Cara Daftar BLT Subsidi Gaji Rp1 Juta,https://www.cnnindonesia.com/ekonomi/20210729140636-532-673798/cara-daftar-blt-subsidi-gaji-rp1-juta,Ekonomi,3 tahun yang lalu
Menaker Minta P2K3 Perusahaan Terlibat Penanganan Pandemi,https://www.cnnindonesia.com/ekonomi/20210727201557-97-673010/menaker-minta-p2k3-perusahaan-terlibat-penanganan-pandemi,Ekonomi,3 tahun yang lalu
Dirut BPJS Kesehatan Masuk Daftar CEO Terbaik Versi Iconomics,https://www.cnnindonesia.com/ekonomi/20210727192249-97-672992/dirut-bpjs-kesehatan-masuk-daftar-ceo-terbaik-versi-iconomics,Ekonomi,3 tahun yang lalu
Cerita Peserta PBPU Gunakan JKN-KIS Tanpa Diskriminasi,https://www.cnnindonesia.com/ekonomi/20210727150935-97-672848/cerita-peserta-pbpu-gunakan-jkn-kis-tanpa-diskriminasi,Ekonomi,3 tahun yang lalu
Pengalaman Pekerja Rawat Bayi di NICU dengan JKN-KIS,https://www.cnnindonesia.com/ekonomi/20210727145406-97-672820/pengalaman-pekerja-rawat-bayi-di-nicu-dengan-jkn-kis,Ekonomi,3 tahun yang lalu
Menaker Ida Serahkan Bantuan TKM pada PKL di Jakarta,https://www.cnnindonesia.com/ekonomi/20210726204036-97-672500/menaker-ida-serahkan-bantuan-tkm-pada-pkl-di-jakarta,Ekonomi,3 tahun yang lalu
Aplikasi Mobile JKN Jaga Produktivitas di Masa PPKM,https://www.cnnindonesia.com/ekonomi/20210726175023-83-672430/aplikasi-mobile-jkn-jaga-produktivitas-di-masa-ppkm,Ekonomi,3 tahun yang lalu
Program JKN-KIS Bantu Lancarkan Persalinan Adel,https://www.cnnindonesia.com/ekonomi/20210726173504-83-672420/program-jkn-kis-bantu-lancarkan-persalinan-adel,Ekonomi,3 tahun yang lalu
"Tuntutan Diabaikan Pemerintah, Buruh Aksi Serentak 5 Agustus",https://www.cnnindonesia.com/ekonomi/20210726155513-92-672357/tuntutan-diabaikan-pemerintah-buruh-aksi-serentak-5-agustus,Ekonomi,3 tahun yang lalu
Serikat Buruh Minta Syarat Penerima Subsidi Gaji Dikaji Ulang,https://www.cnnindonesia.com/ekonomi/20210726135428-92-672278/serikat-buruh-minta-syarat-penerima-subsidi-gaji-dikaji-ulang,Ekonomi,3 tahun yang lalu
Subsidi Gaji Rp1 Juta Diperluas ke Wilayah PPKM Level 3,https://www.cnnindonesia.com/ekonomi/20210726115040-532-672197/subsidi-gaji-rp1-juta-diperluas-ke-wilayah-ppkm-level-3,Ekonomi,3 tahun yang lalu
Pemerintah Tanggung PPN Toko di Mal Selama Juni - Agustus,https://www.cnnindonesia.com/ekonomi/20210726021022-92-672048/pemerintah-tanggung-ppn-toko-di-mal-selama-juni-agustus,Ekonomi,3 tahun yang lalu
BPJS Kesehatan dan Ketenagakerjaan Integrasikan Data Peserta,https://www.cnnindonesia.com/ekonomi/20210723211704-83-671577/bpjs-kesehatan-dan-ketenagakerjaan-integrasikan-data-peserta,Ekonomi,3 tahun yang lalu
7 Hal yang Harus Dilakukan Jika Data Pribadi Bocor,https://www.cnnindonesia.com/teknologi/20210712142539-185-666547/7-hal-yang-harus-dilakukan-jika-data-pribadi-bocor,Teknologi,3 tahun yang lalu
Cerita ASN di Tulungagung Gunakan JKN untuk Persalinan Istri,https://www.cnnindonesia.com/ekonomi/20210723103924-83-671185/cerita-asn-di-tulungagung-gunakan-jkn-untuk-persalinan-istri,Ekonomi,3 tahun yang lalu
JKN-KIS Gratiskan Pengobatan Diabetes Peserta PBI di Sumut,https://www.cnnindonesia.com/ekonomi/20210723100042-83-671167/jkn-kis-gratiskan-pengobatan-diabetes-peserta-pbi-di-sumut,Ekonomi,3 tahun yang lalu
"Kisah Bela, Ajak Masyarakat Terlindungi dengan BPJS Kesehatan",https://www.cnnindonesia.com/ekonomi/20210723094836-97-671165/kisah-bela-ajak-masyarakat-terlindungi-dengan-bpjs-kesehatan,Ekonomi,3 tahun yang lalu
BLT Subsidi Gaji Demi Pekerja Menengah Bawah Bertahan Hidup,https://www.cnnindonesia.com/ekonomi/20210723063116-532-671108/blt-subsidi-gaji-demi-pekerja-menengah-bawah-bertahan-hidup,Ekonomi,3 tahun yang lalu
Warga Cilegon Dapat Manfaat Kartu KJN-KIS Saat Sakit,https://www.cnnindonesia.com/ekonomi/20210722181945-83-671002/warga-cilegon-dapat-manfaat-kartu-kjn-kis-saat-sakit,Ekonomi,3 tahun yang lalu
"Pandawa dan Mobile JKN, Solusi Layanan Administrasi JKN-KIS",https://www.cnnindonesia.com/nasional/20210722192423-25-671031/pandawa-dan-mobile-jkn-solusi-layanan-administrasi-jkn-kis,Nasional,3 tahun yang lalu
Enam Jenis Bansos yang Digelontorkan di Era PPKM Level 4,https://www.cnnindonesia.com/ekonomi/20210722111601-532-670724/enam-jenis-bansos-yang-digelontorkan-di-era-ppkm-level-4,Ekonomi,3 tahun yang lalu
"Cegah PHK, Pemerintah Subsidi Gaji bagi Pekerja",https://www.cnnindonesia.com/ekonomi/20210722094218-97-670662/cegah-phk-pemerintah-subsidi-gaji-bagi-pekerja,Ekonomi,3 tahun yang lalu
Cara Mendapatkan Subsidi Gaji Rp1 juta,https://www.cnnindonesia.com/ekonomi/20210722043322-532-670600/cara-mendapatkan-subsidi-gaji-rp1-juta,Ekonomi,3 tahun yang lalu
Berat Hindari PHK Massal Karyawan Mal Meski PPKM Dilonggarkan,https://www.cnnindonesia.com/ekonomi/20210722063831-92-670609/berat-hindari-phk-massal-karyawan-mal-meski-ppkm-dilonggarkan,Ekonomi,3 tahun yang lalu
Kriteria Pekerja Penerima BLT Subsidi Gaji Rp1 Juta,https://www.cnnindonesia.com/ekonomi/20210721202835-532-670564/kriteria-pekerja-penerima-blt-subsidi-gaji-rp1-juta,Ekonomi,3 tahun yang lalu
"Pekerja Gaji di Bawah Rp3,5 Juta Bakal Dapat BLT Rp1 Juta",https://www.cnnindonesia.com/ekonomi/20210721201024-532-670561/pekerja-gaji-di-bawah-rp35-juta-bakal-dapat-blt-rp1-juta,Ekonomi,3 tahun yang lalu
"Klaim Pasien Covid-19 Bermasalah Capai Rp10,07 T",https://www.cnnindonesia.com/ekonomi/20210721171452-532-670475/klaim-pasien-covid-19-bermasalah-capai-rp1007-t,Ekonomi,3 tahun yang lalu
"Sri Mulyani Godok Skema Subsidi Upah Pekerja Rp1,2 Juta",https://www.cnnindonesia.com/ekonomi/20210721163000-532-670431/sri-mulyani-godok-skema-subsidi-upah-pekerja-rp12-juta,Ekonomi,3 tahun yang lalu
"Pemerintah 'Nunggak' Bayar Klaim Covid-19 ke RS Rp22,08 T",https://www.cnnindonesia.com/ekonomi/20210721152158-532-670393/pemerintah-nunggak-bayar-klaim-covid-19-ke-rs-rp2208-t,Ekonomi,3 tahun yang lalu
VIDEO: 21 RS di Jateng Harap Dana Perawatan Pasien Covid Cair,https://www.cnnindonesia.com/tv/20210721143125-407-670334/video-21-rs-di-jateng-harap-dana-perawatan-pasien-covid-cair,TV,3 tahun yang lalu
Pengusaha Mal Minta Pemerintah Subsidi Gaji Pekerja 50 Persen,https://www.cnnindonesia.com/ekonomi/20210721140828-92-670323/pengusaha-mal-minta-pemerintah-subsidi-gaji-pekerja-50-persen,Ekonomi,3 tahun yang lalu
Dampak PPKM Darurat Diperpanjang Versi Pengusaha,https://www.cnnindonesia.com/ekonomi/20210721125940-92-670232/dampak-ppkm-darurat-diperpanjang-versi-pengusaha,Ekonomi,3 tahun yang lalu
