Judul;Link;Tanggal
BPJS Kesehatan: Masyarakat Papua bisa berobat dengan gunakan KTP;https://www.antaranews.com/berita/3333348/bpjs-kesehatan-masyarakat-papua-bisa-berobat-dengan-gunakan-ktp;3 Januari 2023
BPJS Kesehatan Papua-Papua Barat gandeng faskes milik misionaris;https://www.antaranews.com/berita/3332877/bpjs-kesehatan-papua-papua-barat-gandeng-faskes-milik-misionaris;2 Januari 2023
BPJS Kesehatan fokus pada transformasi mutu layanan;https://www.antaranews.com/berita/3332721/bpjs-kesehatan-fokus-pada-transformasi-mutu-layanan;2 Januari 2023
BPJS Ketenagakerjaan sosialisasi manfaat jamsostek ke tenaga ahli MPR;https://www.antaranews.com/berita/3324381/bpjs-ketenagakerjaan-sosialisasi-manfaat-jamsostek-ke-tenaga-ahli-mpr;27 Desember 2022
Dinkes Medan: Warga belum terdaftar BPJS Kesehatan bisa berobat gratis;https://www.antaranews.com/berita/3309495/dinkes-medan-warga-belum-terdaftar-bpjs-kesehatan-bisa-berobat-gratis;17 Desember 2022
BPJS Kesehatan: Buku Statistik JKN sajikan data perkembangan program;https://www.antaranews.com/berita/3304611/bpjs-kesehatan-buku-statistik-jkn-sajikan-data-perkembangan-program;14 Desember 2022
DJSN-BPJS Kesehatan luncurkan buku statistik JKN 2016-2021;https://www.antaranews.com/berita/3304223/djsn-bpjs-kesehatan-luncurkan-buku-statistik-jkn-2016-2021;14 Desember 2022
BPJS Kesehatan Depok optimalisasi program JKN;https://www.antaranews.com/berita/3302311/bpjs-kesehatan-depok-optimalisasi-program-jkn;13 Desember 2022
BPJS Kesehatan siagakan PIPP jika pasien alami kendala layanan di RS;https://www.antaranews.com/berita/3299699/bpjs-kesehatan-siagakan-pipp-jika-pasien-alami-kendala-layanan-di-rs;12 Desember 2022
Pemkab Lebong beri kartu BPJS Kesehatan gratis 228 anak stunting;https://www.antaranews.com/berita/3293127/pemkab-lebong-beri-kartu-bpjs-kesehatan-gratis-228-anak-stunting;8 Desember 2022
Peserta JKN mengaku puas pelayanan program dari BPJS Kesehatan;https://www.antaranews.com/berita/3288507/peserta-jkn-mengaku-puas-pelayanan-program-dari-bpjs-kesehatan;6 Desember 2022
BPJS Kesehatan: Papua Barat lampaui target jaminan kesehatan nasional;https://www.antaranews.com/berita/3286711/bpjs-kesehatan-papua-barat-lampaui-target-jaminan-kesehatan-nasional;5 Desember 2022
Pemkab Jember targetkan semua instansi ikut BPJS Naker pada 2023;https://www.antaranews.com/video/3263017/pemkab-jember-targetkan-semua-instansi-ikut-bpjs-naker-pada-2023;23 November 2022
BPJS Kesehatan: Pemkab tiga kabupaten berlakukan program UHC;https://www.antaranews.com/berita/3247209/bpjs-kesehatan-pemkab-tiga-kabupaten-berlakukan-program-uhc;16 November 2022
Unhas-BPJS Kesehatan kerja sama optimalkan peluang karier dan magang;https://www.antaranews.com/berita/3236765/unhas-bpjs-kesehatan-kerja-sama-optimalkan-peluang-karier-dan-magang;11 November 2022
BKKBN: Tenaga medis Afghanistan tertarik pada BPJS dan sunat perempuan;https://www.antaranews.com/berita/3229229/bkkbn-tenaga-medis-afghanistan-tertarik-pada-bpjs-dan-sunat-perempuan;8 November 2022
Dewas BPJS Kesehatan apresiasi Program JKN di Raja Ampat;https://www.antaranews.com/berita/3226381/dewas-bpjs-kesehatan-apresiasi-program-jkn-di-raja-ampat;6 November 2022
BPJS Kesehatan gandeng UNS sukseskan program JKN;https://www.antaranews.com/berita/3221277/bpjs-kesehatan-gandeng-uns-sukseskan-program-jkn;3 November 2022
BPJS Kesehatan gandeng Kejari Banggai tingkatkan kepatuhan badan usaha;https://www.antaranews.com/berita/3220597/bpjs-kesehatan-gandeng-kejari-banggai-tingkatkan-kepatuhan-badan-usaha;3 November 2022
Peserta PPBU rasakan manfaat program JKN BPJS Kesehatan;https://www.antaranews.com/berita/3220585/peserta-ppbu-rasakan-manfaat-program-jkn-bpjs-kesehatan;3 November 2022
BPJS Kesehatan raih penghargaan lembaga terpopuler media digital;https://www.antaranews.com/berita/3210033/bpjs-kesehatan-raih-penghargaan-lembaga-terpopuler-media-digital;29 Oktober 2022
Pemerintah dan BPJS Ketenagakerjaan serahkan Paritrana Award 2021;https://www.antaranews.com/berita/3205493/pemerintah-dan-bpjs-ketenagakerjaan-serahkan-paritrana-award-2021;27 Oktober 2022
BPJSTK optimistis GN Lingkaran capai target 70 juta pekerja informal;https://www.antaranews.com/berita/3205437/bpjstk-optimistis-gn-lingkaran-capai-target-70-juta-pekerja-informal;27 Oktober 2022
Jaksel jamin pengamen tuna netra dapat BPJS Ketenagakerjaan;https://www.antaranews.com/berita/3188685/jaksel-jamin-pengamen-tuna-netra-dapat-bpjs-ketenagakerjaan;19 Oktober 2022
Akademisi: Putusan MK soal BPJS selamatkan nasib jutaan orang;https://www.antaranews.com/berita/3186445/akademisi-putusan-mk-soal-bpjs-selamatkan-nasib-jutaan-orang;18 Oktober 2022
BPJS Kesehatan pertimbangkan rawat pasien lukai diri sendiri;https://www.antaranews.com/berita/3184869/bpjs-kesehatan-pertimbangkan-rawat-pasien-lukai-diri-sendiri;17 Oktober 2022
Peserta BPJS kesehatan Curup menunggak iuran Rp46,2 miliar;https://www.antaranews.com/berita/3179233/peserta-bpjs-kesehatan-curup-menunggak-iuran-rp462-miliar;14 Oktober 2022
Pemkot Jakpus sediakan pelayanan BPJS kesehatan secara mobile;https://www.antaranews.com/berita/3174689/pemkot-jakpus-sediakan-pelayanan-bpjs-kesehatan-secara-mobile;12 Oktober 2022
Pemkot Jaksel sediakan pelayanan kesehatan jiwa yang dijamin BPJS;https://www.antaranews.com/berita/3169469/pemkot-jaksel-sediakan-pelayanan-kesehatan-jiwa-yang-dijamin-bpjs;10 Oktober 2022
BPJS sebut jamsos ketenagakerjaan hak seluruh warga negara;https://www.antaranews.com/berita/3165649/bpjs-sebut-jamsos-ketenagakerjaan-hak-seluruh-warga-negara;7 Oktober 2022
BPJS Ketenagakerjaan terus godok regulasi demi pekerja rentan;https://www.antaranews.com/berita/3165293/bpjs-ketenagakerjaan-terus-godok-regulasi-demi-pekerja-rentan;7 Oktober 2022
BPJS Ketenagakerjaan sebut layanan dapat selesai dalam 15 menit;https://www.antaranews.com/berita/3164553/bpjs-ketenagakerjaan-sebut-layanan-dapat-selesai-dalam-15-menit;7 Oktober 2022
BPJS Kesehatan Manado maksimalkan Program Rehab kurangi tunggakan;https://www.antaranews.com/berita/3163005/bpjs-kesehatan-manado-maksimalkan-program-rehab-kurangi-tunggakan;6 Oktober 2022
Pemprov NTB lindungi 10.000 petani tembakau lewat program BPJSAMSOSTEK;https://www.antaranews.com/berita/3155045/pemprov-ntb-lindungi-10000-petani-tembakau-lewat-program-bpjsamsostek;3 Oktober 2022
BPJS Kesehatan perkuat kolaborasi dengan masyarakat adat;https://www.antaranews.com/berita/3144481/bpjs-kesehatan-perkuat-kolaborasi-dengan-masyarakat-adat;28 September 2022
BPJS Kesehatan pantau pemeriksaan Prolanis di Kepulauan Seribu;https://www.antaranews.com/berita/3144421/bpjs-kesehatan-pantau-pemeriksaan-prolanis-di-kepulauan-seribu;28 September 2022
Presiden serahkan BSU peserta BPJS Ketenagakerjaan di Baubau-Buton;https://www.antaranews.com/berita/3142829/presiden-serahkan-bsu-peserta-bpjs-ketenagakerjaan-di-baubau-buton;27 September 2022
"BPJS didorong perbanyak kerja sama ""G to G"" lindungi kesehatan PMI";https://www.antaranews.com/berita/3140193/bpjs-didorong-perbanyak-kerja-sama-g-to-g-lindungi-kesehatan-pmi;26 September 2022
BPJS sempurnakan akses layanan untuk peningkatan kesehatan masyarakat;https://www.antaranews.com/berita/3139969/bpjs-sempurnakan-akses-layanan-untuk-peningkatan-kesehatan-masyarakat;26 September 2022
58 pekerja Jembatan Cinta dapat perlindungan BPJS Ketenagakerjaan;https://www.antaranews.com/berita/3133925/58-pekerja-jembatan-cinta-dapat-perlindungan-bpjs-ketenagakerjaan;22 September 2022
BPJS Ketenagakerjaan minta pekerja informal daftar kepesertaan;https://www.antaranews.com/berita/3133269/bpjs-ketenagakerjaan-minta-pekerja-informal-daftar-kepesertaan;22 September 2022
BPJS Ketenagakerjaan beri santunan ke ahli waris pekerja LKBN Antara;https://www.antaranews.com/berita/3132569/bpjs-ketenagakerjaan-beri-santunan-ke-ahli-waris-pekerja-lkbn-antara;22 September 2022
Ombudsman NTT imbau warga pahami layanan obat BPJS Kesehatan;https://www.antaranews.com/berita/3129373/ombudsman-ntt-imbau-warga-pahami-layanan-obat-bpjs-kesehatan;21 September 2022
Pemprov DKI minta pekerja melapor jika perusahaan tidak bayar BPJS-TK;https://www.antaranews.com/berita/3127741/pemprov-dki-minta-pekerja-melapor-jika-perusahaan-tidak-bayar-bpjs-tk;20 September 2022
Penerima bantuan iuran BPJS Kesehatan di Sulsel bertambah;https://www.antaranews.com/berita/3121061/penerima-bantuan-iuran-bpjs-kesehatan-di-sulsel-bertambah;16 September 2022
BPJS Kesehatan lakukan otomasi proses bisnis dan efisiensi operasional;https://www.antaranews.com/berita/3105289/bpjs-kesehatan-lakukan-otomasi-proses-bisnis-dan-efisiensi-operasional;8 September 2022
Perpendek jarak pelayanan kepesertaan BPJS lewat MCS;https://www.antaranews.com/video/3089673/perpendek-jarak-pelayanan-kepesertaan-bpjs-lewat-mcs;31 Agustus 2022
Layanan Drive Thru agar pelayanan BPJS Kesehatan optimal saat pandemi;https://www.antaranews.com/video/3075701/layanan-drive-thru-agar-pelayanan-bpjs-kesehatan-optimal-saat-pandemi;24 Agustus 2022
Analis: Biaya vaksinasi perlu masuk tanggungan BPJS Kesehatan;https://www.antaranews.com/berita/3067941/analis-biaya-vaksinasi-perlu-masuk-tanggungan-bpjs-kesehatan;19 Agustus 2022
BPJSAMSOSTEK Sulut dukung GSL tingkatkan edukasi pada pekerja;https://www.antaranews.com/berita/3060005/bpjsamsostek-sulut-dukung-gsl-tingkatkan-edukasi-pada-pekerja;15 Agustus 2022
Semua sekolah di Aceh diharapkan dapat program perlindungan BPJS TK;https://www.antaranews.com/berita/3059905/semua-sekolah-di-aceh-diharapkan-dapat-program-perlindungan-bpjs-tk;15 Agustus 2022
Hoaks! BPJS Kesehatan salurkan dana bantuan Rp50 juta;https://www.antaranews.com/berita/3058137/hoaks-bpjs-kesehatan-salurkan-dana-bantuan-rp50-juta;15 Agustus 2022
BPJS Kesehatan honorer-aparat kampung di Manokwari ditanggung pemda;https://www.antaranews.com/berita/3049569/bpjs-kesehatan-honorer-aparat-kampung-di-manokwari-ditanggung-pemda;10 Agustus 2022
BPJS Kesehatan Surakarta sosialisasi Program Rehab ke penunggak iuran;https://www.antaranews.com/berita/3048485/bpjs-kesehatan-surakarta-sosialisasi-program-rehab-ke-penunggak-iuran;9 Agustus 2022
Hoaks! BPJS bagikan dana bansos UMKM Rp200 juta;https://www.antaranews.com/berita/3036641/hoaks-bpjs-bagikan-dana-bansos-umkm-rp200-juta;3 Agustus 2022
Pemda DIY terima penghargaan UHC dari BPJS Kesehatan;https://www.antaranews.com/berita/3027581/pemda-diy-terima-penghargaan-uhc-dari-bpjs-kesehatan;29 Juli 2022
Ratusan perusahaan di Madura menunggak pembayaran BPJS Kesehatan;https://www.antaranews.com/berita/3003257/ratusan-perusahaan-di-madura-menunggak-pembayaran-bpjs-kesehatan;18 Juli 2022
BPJS Kesehatan: Manfaat program JKN semakin dirasakan oleh masyarakat;https://www.antaranews.com/berita/2999245/bpjs-kesehatan-manfaat-program-jkn-semakin-dirasakan-oleh-masyarakat;15 Juli 2022
BPJS Kesehatan Makassar mutakhirkan data kepesertaan JKN ASN;https://www.antaranews.com/berita/2966201/bpjs-kesehatan-makassar-mutakhirkan-data-kepesertaan-jkn-asn;28 Juni 2022
BPJS Kesehatan catat 95,93 persen warga DIY jadi peserta JKN;https://www.antaranews.com/berita/2965893/bpjs-kesehatan-catat-9593-persen-warga-diy-jadi-peserta-jkn;28 Juni 2022
BPJS Kesehatan Kediri ajak peserta lakukan penapisan riwayat kesehatan;https://www.antaranews.com/berita/2961713/bpjs-kesehatan-kediri-ajak-peserta-lakukan-penapisan-riwayat-kesehatan;26 Juni 2022
BPJS Kesehatan optimalisasi kepesertaan pekerja sektor informal;https://www.antaranews.com/berita/2950857/bpjs-kesehatan-optimalisasi-kepesertaan-pekerja-sektor-informal;20 Juni 2022
Pemkab Bogor bantu BPJS jaring 852.060 warga yang belum terdaftar JKN;https://www.antaranews.com/berita/2936821/pemkab-bogor-bantu-bpjs-jaring-852060-warga-yang-belum-terdaftar-jkn;13 Juni 2022
BPJS permudah peserta bayar tunggakan lewat program Rehab;https://www.antaranews.com/video/2927529/bpjs-permudah-peserta-bayar-tunggakan-lewat-program-rehab;8 Juni 2022
BPJS Kesehatan Purwokerto optimalisasi peserta program JKN;https://www.antaranews.com/berita/2917049/bpjs-kesehatan-purwokerto-optimalisasi-peserta-program-jkn;3 Juni 2022
BPJS Kesehatan: 852.060 warga Bogor belum jadi peserta JKN;https://www.antaranews.com/berita/2909929/bpjs-kesehatan-852060-warga-bogor-belum-jadi-peserta-jkn;30 Mei 2022
BPJS Kesehatan Makassar libatkan Kejaksaan kawal Program JKN-KIS;https://www.antaranews.com/berita/2903661/bpjs-kesehatan-makassar-libatkan-kejaksaan-kawal-program-jkn-kis;26 Mei 2022
BPJS: Tak ada pembayaran iuran ganda peserta JKN-KIS dengan JKA;https://www.antaranews.com/berita/2902501/bpjs-tak-ada-pembayaran-iuran-ganda-peserta-jkn-kis-dengan-jka;25 Mei 2022
BPJS Kesehatan Badung terima bayar tunggakan JKN dengan sampah plastik;https://www.antaranews.com/berita/2893661/bpjs-kesehatan-badung-terima-bayar-tunggakan-jkn-dengan-sampah-plastik;21 Mei 2022
BPJS Kesehatan luncurkan buku untuk tumbuhkan kesadaran potensi JKN;https://www.antaranews.com/video/2885565/bpjs-kesehatan-luncurkan-buku-untuk-tumbuhkan-kesadaran-potensi-jkn;17 Mei 2022
135 desa di Ngada terdaftar kepesertaan BPJS Ketenagakerjaan;https://www.antaranews.com/berita/2882781/135-desa-di-ngada-terdaftar-kepesertaan-bpjs-ketenagakerjaan;16 Mei 2022
2.155.806 warga Medan dilindungi BPJS Kesehatan;https://www.antaranews.com/berita/2872185/2155806-warga-medan-dilindungi-bpjs-kesehatan;11 Mei 2022
BPJS Kesehatan pastikan layanan saat arus balik berjalan lancar;https://www.antaranews.com/berita/2866989/bpjs-kesehatan-pastikan-layanan-saat-arus-balik-berjalan-lancar;8 Mei 2022
Konsultasi-pijat relaksasi dilayani di Posko Mudik BPJS Kesehatan;https://www.antaranews.com/berita/2845301/konsultasi-pijat-relaksasi-dilayani-di-posko-mudik-bpjs-kesehatan;26 April 2022
BPJS Kesehatan kejar capaian 98 persen kepesertaan pada 2024;https://www.antaranews.com/berita/2815113/bpjs-kesehatan-kejar-capaian-98-persen-kepesertaan-pada-2024;11 April 2022
BPJS Kesehatan tingkatkan aksesibilitas pelayanan jaminan kesehatan;https://www.antaranews.com/berita/2811333/bpjs-kesehatan-tingkatkan-aksesibilitas-pelayanan-jaminan-kesehatan;9 April 2022
BPJS Kesehatan fokus berupaya meningkatkan mutu pelayanan;https://www.antaranews.com/berita/2769777/bpjs-kesehatan-fokus-berupaya-meningkatkan-mutu-pelayanan;19 Maret 2022
Dewas BPJS Ketenagakerjaan dorong Perda Perlindungan Jamsostek di NTB;https://www.antaranews.com/berita/2759229/dewas-bpjs-ketenagakerjaan-dorong-perda-perlindungan-jamsostek-di-ntb;14 Maret 2022
BPJS Kesehatan beri kemudahan pelayanan termasuk pada kasus ginjal;https://www.antaranews.com/berita/2749069/bpjs-kesehatan-beri-kemudahan-pelayanan-termasuk-pada-kasus-ginjal;9 Maret 2022
Kemenkumham NTT: Belum ada kebijakan BPJS jadi syarat buat paspor;https://www.antaranews.com/berita/2735109/kemenkumham-ntt-belum-ada-kebijakan-bpjs-jadi-syarat-buat-paspor;2 Maret 2022
Polda Maluku akan terapkan syarat BPJS untuk pembuatan SIM;https://www.antaranews.com/berita/2728385/polda-maluku-akan-terapkan-syarat-bpjs-untuk-pembuatan-sim;26 Februari 2022
Puan minta layanan BPJS Kesehatan ditingkatkan;https://www.antaranews.com/berita/2724873/puan-minta-layanan-bpjs-kesehatan-ditingkatkan;24 Februari 2022
Syarat BPJS Kesehatan untuk layanan publik jamin perlindungan sosial;https://www.antaranews.com/video/2724601/syarat-bpjs-kesehatan-untuk-layanan-publik-jamin-perlindungan-sosial;24 Februari 2022
BPJS Kesehatan kejar 12 persen sisa target kepesertaan;https://www.antaranews.com/berita/2723545/bpjs-kesehatan-kejar-12-persen-sisa-target-kepesertaan;24 Februari 2022
Dirut BPJS: Optimalisasi JKN jamin perlindungan kesehatan masyarakat;https://www.antaranews.com/berita/2720557/dirut-bpjs-optimalisasi-jkn-jamin-perlindungan-kesehatan-masyarakat;23 Februari 2022
Gus Nabil: Jangan beratkan warga dengan syarat BPJS Kesehatan;https://www.antaranews.com/berita/2719681/gus-nabil-jangan-beratkan-warga-dengan-syarat-bpjs-kesehatan;22 Februari 2022
Polri dukung BPJS Kesehatan jadi syarat urus SIM, STNK, dan SKCK;https://www.antaranews.com/berita/2719309/polri-dukung-bpjs-kesehatan-jadi-syarat-urus-sim-stnk-dan-skck;22 Februari 2022
Agar guru & pegawai tak tetap Bangka tahu manfaat BPJS Ketenagakerjaan;https://www.antaranews.com/video/2719213/agar-guru-pegawai-tak-tetap-bangka-tahu-manfaat-bpjs-ketenagakerjaan;22 Februari 2022
HNSI berikan perlindungan nelayan Jatim lewat BPJS Ketenagakerjaan;https://www.antaranews.com/video/2718249/hnsi-berikan-perlindungan-nelayan-jatim-lewat-bpjs-ketenagakerjaan;22 Februari 2022
Dirut BPJS Kesehatan tinjau penerapan antrean daring di Surakarta;https://www.antaranews.com/berita/2714113/dirut-bpjs-kesehatan-tinjau-penerapan-antrean-daring-di-surakarta;19 Februari 2022
BPJS Kesehatan apresiasi RS Muhammadiyah Surakarta dukung digitalisasi;https://www.antaranews.com/berita/2712957/bpjs-kesehatan-apresiasi-rs-muhammadiyah-surakarta-dukung-digitalisasi;18 Februari 2022
BPJS Kesehatan luncurkan sistem antrean daring;https://www.antaranews.com/berita/2712929/bpjs-kesehatan-luncurkan-sistem-antrean-daring;18 Februari 2022
Didominasi JHT, BPJS Naker Ende bayar klaim Rp27 miliar pada 2021;https://www.antaranews.com/berita/2710185/didominasi-jht-bpjs-naker-ende-bayar-klaim-rp27-miliar-pada-2021;17 Februari 2022
BPJS Kesehatan lakukan supervisi ke fasilitas kesehatan di Purwokerto;https://www.antaranews.com/berita/2707785/bpjs-kesehatan-lakukan-supervisi-ke-fasilitas-kesehatan-di-purwokerto;16 Februari 2022
Hoaks! BPJS dinonaktifkan jika tidak digunakan selama setahun;https://www.antaranews.com/berita/2703613/hoaks-bpjs-dinonaktifkan-jika-tidak-digunakan-selama-setahun;14 Februari 2022
Pemerintah dorong BPJS Kesehatan biayai skrining kanker paru-paru;https://www.antaranews.com/berita/2690633/pemerintah-dorong-bpjs-kesehatan-biayai-skrining-kanker-paru-paru;8 Februari 2022
Peserta BPJS Kesehatan Curup menunggak iuran Rp52,9 miliar;https://www.antaranews.com/berita/2686001/peserta-bpjs-kesehatan-curup-menunggak-iuran-rp529-miliar;5 Februari 2022
BPJS Kesehatan gandeng Unismuh perkuat SDM dan riset;https://www.antaranews.com/berita/2672333/bpjs-kesehatan-gandeng-unismuh-perkuat-sdm-dan-riset;28 Januari 2022
Dirut BPJS Kesehatan: NIK jadi nomor identitas bantu hemat anggaran;https://www.antaranews.com/berita/2667209/dirut-bpjs-kesehatan-nik-jadi-nomor-identitas-bantu-hemat-anggaran;26 Januari 2022
BPJS Kesehatan jamin keamanan NIK sebagai nomor identitas JKN-KIS;https://www.antaranews.com/berita/2666869/bpjs-kesehatan-jamin-keamanan-nik-sebagai-nomor-identitas-jkn-kis;26 Januari 2022
BPJS Kesehatan tetapkan NIK sebagai identitas tunggal JKN-KIS;https://www.antaranews.com/video/2666577/bpjs-kesehatan-tetapkan-nik-sebagai-identitas-tunggal-jkn-kis;26 Januari 2022
BPJS Kesehatan tetapkan NIK identitas tunggal peserta JKN-KIS;https://www.antaranews.com/berita/2665913/bpjs-kesehatan-tetapkan-nik-identitas-tunggal-peserta-jkn-kis;26 Januari 2022
Kepesertaan BPJS Kesehatan di Kalbar masih di bawah rata-rata nasional;https://www.antaranews.com/berita/2654701/kepesertaan-bpjs-kesehatan-di-kalbar-masih-di-bawah-rata-rata-nasional;20 Januari 2022
BPJS Kesehatan Jambi tambah 68.311 peserta JKN-KIS selama 2021;https://www.antaranews.com/berita/2636881/bpjs-kesehatan-jambi-tambah-68311-peserta-jkn-kis-selama-2021;11 Januari 2022
BPJS Ketenagakerjaan gandeng BPD Bali permudah pekerja miliki rumah;https://www.antaranews.com/berita/2631649/bpjs-ketenagakerjaan-gandeng-bpd-bali-permudah-pekerja-miliki-rumah;8 Januari 2022
BPJS Kesehatan luncurkan layanan syariah JKN-KIS di Aceh;https://www.antaranews.com/berita/2621297/bpjs-kesehatan-luncurkan-layanan-syariah-jkn-kis-di-aceh;3 Januari 2022
Jumlah klaim pembayaran BPJS Ketenagakerjaan Pekalongan meningkat;https://www.antaranews.com/video/2607101/jumlah-klaim-pembayaran-bpjs-ketenagakerjaan-pekalongan-meningkat;25 Desember 2021
BPJS Kesehatan raih tiga penghargaan Top Digital Award 2021;https://www.antaranews.com/berita/2599817/bpjs-kesehatan-raih-tiga-penghargaan-top-digital-award-2021;22 Desember 2021
BPJS Kesehatan Palangka Raya raih Anugerah Keterbukaan Informasi;https://www.antaranews.com/berita/2579573/bpjs-kesehatan-palangka-raya-raih-anugerah-keterbukaan-informasi;11 Desember 2021
Gelora dari Aceh untuk Indonesia, layanan syariah perdana BPJS-TK;https://www.antaranews.com/berita/2565841/gelora-dari-aceh-untuk-indonesia-layanan-syariah-perdana-bpjs-tk;5 Desember 2021
Moeldoko: Perlu sumber pendanaan alternatif untuk BPJS Kesehatan;https://www.antaranews.com/berita/2552693/moeldoko-perlu-sumber-pendanaan-alternatif-untuk-bpjs-kesehatan;29 November 2021
BPJS Kesehatan libatkan Good Doctor tingkatkan informasi JKN-KIS;https://www.antaranews.com/berita/2551317/bpjs-kesehatan-libatkan-good-doctor-tingkatkan-informasi-jkn-kis;28 November 2021
BPJS Kesehatan raih penghargaan inovasi layanan digital tingkat ASEAN;https://www.antaranews.com/berita/2547949/bpjs-kesehatan-raih-penghargaan-inovasi-layanan-digital-tingkat-asean;26 November 2021
BPJS Kesehatan raih penghargaan Indonesia Best Brand Award 2021;https://www.antaranews.com/berita/2547729/bpjs-kesehatan-raih-penghargaan-indonesia-best-brand-award-2021;26 November 2021
Unhas dan BPJS naker sepakat kembangkan tridarma perguruan tinggi;https://www.antaranews.com/berita/2539221/unhas-dan-bpjs-naker-sepakat-kembangkan-tridarma-perguruan-tinggi;22 November 2021
Pemkab Dairi terima penghargaan dari BPJS Kesehatan;https://www.antaranews.com/berita/2533805/pemkab-dairi-terima-penghargaan-dari-bpjs-kesehatan;19 November 2021
BPJS Ketenagakerjaan: Layanan syariah gunakan akad pemberian kuasa;https://www.antaranews.com/berita/2530145/bpjs-ketenagakerjaan-layanan-syariah-gunakan-akad-pemberian-kuasa;17 November 2021
Layanan syariah BPJS dapat perluas cakupan peserta jaminan sosial;https://www.antaranews.com/berita/2529933/layanan-syariah-bpjs-dapat-perluas-cakupan-peserta-jaminan-sosial;17 November 2021
Menaker apresiasi BPJS Ketenagakerjaan berikan layanan syariah di Aceh;https://www.antaranews.com/berita/2529401/menaker-apresiasi-bpjs-ketenagakerjaan-berikan-layanan-syariah-di-aceh;17 November 2021
BPJS Kesehatan dan Good Doctor kerja sama sosialisasi JKN-KIS;https://www.antaranews.com/berita/2494209/bpjs-kesehatan-dan-good-doctor-kerja-sama-sosialisasi-jkn-kis;1 November 2021
Tahun 2024, DJSN targetkan peserta BPJS kesehatan capai 98 Persen;https://www.antaranews.com/berita/2490553/tahun-2024-djsn-targetkan-peserta-bpjs-kesehatan-capai-98-persen;29 Oktober 2021
BPJS Kesehatan dorong mutu pelayanan RS gigi dan mulut;https://www.antaranews.com/berita/2484757/bpjs-kesehatan-dorong-mutu-pelayanan-rs-gigi-dan-mulut;27 Oktober 2021
Kominfo akan keluarkan putusan resmi terkait data bocor BPJS Kesehatan;https://www.antaranews.com/berita/2479869/kominfo-akan-keluarkan-putusan-resmi-terkait-data-bocor-bpjs-kesehatan;25 Oktober 2021
BPJS Kesehatan ungkap strategi program JKN-KIS di tengah pandemi;https://www.antaranews.com/berita/2469477/bpjs-kesehatan-ungkap-strategi-program-jkn-kis-di-tengah-pandemi;19 Oktober 2021
"PDPI dorong biaya perawatan pasien ""long COVID-19"" ditanggung BPJS";https://www.antaranews.com/berita/2468065/pdpi-dorong-biaya-perawatan-pasien-long-covid-19-ditanggung-bpjs;19 Oktober 2021
BPJS Kesehatan gandeng Bank Nagari permudah peserta bayar iuran;https://www.antaranews.com/berita/2466709/bpjs-kesehatan-gandeng-bank-nagari-permudah-peserta-bayar-iuran;18 Oktober 2021
BPJS Kesehatan salurkan bantuan korban banjir di Kapuas Hulu-Kalbar;https://www.antaranews.com/berita/2438953/bpjs-kesehatan-salurkan-bantuan-korban-banjir-di-kapuas-hulu-kalbar;6 Oktober 2021
BPJS Kesehatan mendorong faskes optimalkan pelayanan pasien kanker;https://www.antaranews.com/berita/2433057/bpjs-kesehatan-mendorong-faskes-optimalkan-pelayanan-pasien-kanker;3 Oktober 2021
Baru 84,33 persen warga Palangka Raya terdaftar di BPJS Kesehatan;https://www.antaranews.com/berita/2421745/baru-8433-persen-warga-palangka-raya-terdaftar-di-bpjs-kesehatan;28 September 2021
BPJS Kesehatan uji coba sistem global budget;https://www.antaranews.com/berita/2415497/bpjs-kesehatan-uji-coba-sistem-global-budget;25 September 2021
BPJS Kesehatan berbagi pengalaman kepada India dalam upaya capai UHC;https://www.antaranews.com/berita/2412973/bpjs-kesehatan-berbagi-pengalaman-kepada-india-dalam-upaya-capai-uhc;24 September 2021
BPJS Kesehatan umumkan pemenang kompetisi Hackathon 2021;https://www.antaranews.com/berita/2402873/bpjs-kesehatan-umumkan-pemenang-kompetisi-hackathon-2021;19 September 2021
Dewas BPJS Kesehatan-Wali kota Makassar bahas sinkronisasi ribuan NIK;https://www.antaranews.com/berita/2399125/dewas-bpjs-kesehatan-wali-kota-makassar-bahas-sinkronisasi-ribuan-nik;17 September 2021
BPJS Kesehatan: JKN-KIS tingkatkan akses layanan kesehatan masyarakat;https://www.antaranews.com/berita/2395217/bpjs-kesehatan-jkn-kis-tingkatkan-akses-layanan-kesehatan-masyarakat;15 September 2021
BPJS Kesehatan permudah layanan peserta penderita thalassemia;https://www.antaranews.com/berita/2390629/bpjs-kesehatan-permudah-layanan-peserta-penderita-thalassemia;14 September 2021
BPJS Kesehatan luncurkan tiga inovasi dalam layanan kesehatan;https://www.antaranews.com/berita/2389825/bpjs-kesehatan-luncurkan-tiga-inovasi-dalam-layanan-kesehatan;13 September 2021
BPJS Kesehatan ubah nomor layanan Care Center menjadi 165;https://www.antaranews.com/berita/2389413/bpjs-kesehatan-ubah-nomor-layanan-care-center-menjadi-165;13 September 2021
BPJS Kesehatan uji coba aplikasi P-Care Vaksinasi Mobile;https://www.antaranews.com/berita/2370270/bpjs-kesehatan-uji-coba-aplikasi-p-care-vaksinasi-mobile;3 September 2021
BPJS Kesehatan perluas jaringan FKTP;https://www.antaranews.com/berita/2363750/bpjs-kesehatan-perluas-jaringan-fktp;1 September 2021
